x	y	z	Ax	Ay	Az
2.7447867504093899e-02	1.5847033692169801e-02	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.5949343107640743e-03
2.7418523366785699e-02	1.6466913854374550e-02	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-1.8982494948431849e-03
2.6911240324518599e-02	1.5537211845587500e-02	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.5954896118491884e-03
2.6881896187210399e-02	1.6157092007792251e-02	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-1.8874737434089182e-03
2.6852552049902199e-02	1.6776972169997000e-02	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-1.1887559667229650e-03
3.2313711077504102e-02	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-6.4965295605361453e-03
3.1694067384339601e-02	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-6.6392421722412109e-03
3.1978594697080906e-02	5.5150403642539501e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-6.1468533240258694e-03
3.1074423691175100e-02	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-6.7242146469652653e-03
3.1358951003916405e-02	5.5150403642539501e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-6.2389601953327656e-03
3.1643478316657703e-02	1.1030080728507900e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-5.7898755185306081e-03
2.7984494683669200e-02	-1.6156855538752100e-02	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-8.8790971785783785e-03
2.7447867504093899e-02	-1.5847033692169801e-02	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-9.0897008776664734e-03
2.7970027403211098e-02	-1.5511680842706401e-02	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-8.7680388242006302e-03
2.6911240324518599e-02	-1.5537211845587500e-02	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-9.2310830950737017e-03
2.7433400223635801e-02	-1.5201858996124100e-02	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-8.9159207418560982e-03
2.7955560122753000e-02	-1.4866506146660701e-02	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-8.6778057739138603e-03
1.6156855538752100e-02	-2.7984494683669200e-02	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-8.8614095002412796e-03
1.5847033692169801e-02	-2.7447867504093899e-02	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-9.0759759768843651e-03
1.6466913854374501e-02	-2.7418523366785699e-02	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-9.3116974458098412e-03
1.5537211845587500e-02	-2.6911240324518599e-02	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-9.2228827998042107e-03
1.6157092007792199e-02	-2.6881896187210399e-02	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-9.4867693260312080e-03
1.6776972169996900e-02	-2.6852552049902199e-02	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-9.8077654838562012e-03
1.6156855538752100e-02	2.7984494683669200e-02	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	2.6766650844365363e-03
1.6466913854374501e-02	2.7418523366785699e-02	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.9416176946833730e-03
1.5847033692169801e-02	2.7447867504093899e-02	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	2.6909112930297852e-03
1.6776972169996900e-02	2.6852552049902199e-02	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.1797077022492883e-03
1.6157092007792199e-02	2.6881896187210399e-02	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.9343714229762554e-03
1.5537211845587500e-02	2.6911240324518599e-02	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	2.6970589533448219e-03
2.7984494683669200e-02	-1.6156855538752100e-02	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-8.8790971785783785e-03
2.7418523366785699e-02	-1.6466913854374501e-02	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-9.3205282464623451e-03
